accommodates,bathrooms,bedrooms,beds,avg_rating,number_of_reviews,calculated_host_listings_count,host_response_rate,host_is_superhost,neighbourhood_cleansed,property_type,price
6,2.0,3.0,3.0,5.0,6,1,1.0,f,Ward 15,Entire home,8.053251153549096
6,3.0,3.0,4.0,4.878571428571429,13,38,0.98,t,Ward 107,Entire rental unit,8.235360643753348
4,2.0,2.0,3.0,3.9285714285714284,2,42,1.0,f,Ward 115,Entire rental unit,9.007489523929735
4,1.5,2.0,2.0,4.941428571428572,15,1,1.0,f,Ward 61,Entire vacation home,7.773173680482536
4,2.0,2.0,3.0,4.759999999999999,25,4,1.0,f,Ward 55,Entire rental unit,7.434847875211999
4,2.0,2.0,2.0,4.897142857142856,29,15,1.0,t,Ward 54,Entire home,7.889459149404524
4,2.0,2.0,3.0,4.714285714285714,4,11,1.0,f,Ward 85,Entire home,7.523481312573497
8,3.0,4.0,6.0,4.708571428571429,33,1,1.0,f,Ward 74,Entire home,8.611775833902186
1,0.5,1.0,1.0,5.0,3,1,1.0,f,Ward 77,Private room in rental unit,6.206575926724928
2,1.0,1.0,1.0,4.751428571428571,136,8,1.0,f,Ward 115,Entire rental unit,6.760414691083428
10,5.0,5.0,5.0,4.857142857142857,2,181,0.99,f,Ward 54,Entire villa,9.63266259715077
6,2.0,3.0,5.0,4.035714285714286,4,42,1.0,f,Ward 115,Entire rental unit,9.215526898663482
4,2.0,2.0,3.0,4.857142857142857,3,1,1.0,f,Ward 74,Entire guest suite,10.960444165935405
2,1.0,0.0,1.0,5.0,3,60,0.99,t,Ward 115,Entire rental unit,7.57198844937744
6,2.0,3.0,3.0,4.982857142857142,8,1,1.0,f,Ward 54,Entire rental unit,8.173857454773621
2,1.0,1.0,1.0,4.952857142857143,48,2,1.0,t,Ward 53,Entire guest suite,6.476972362889683
8,4.5,4.0,4.0,4.857142857142857,2,19,1.0,f,Ward 62,Entire villa,9.259225769705994
4,3.0,2.0,2.0,4.571428571428571,1,1,1.0,f,Ward 55,Entire condo,7.824445930877619
2,1.0,1.0,1.0,4.841428571428572,105,6,1.0,t,Ward 23,Entire rental unit,7.576097340623111
4,1.0,2.0,3.0,5.0,1,2,0.0,f,Ward 64,Entire rental unit,7.333676395657684
2,1.0,1.0,1.0,4.95,56,1,1.0,f,Ward 83,Entire guest suite,6.579251212010101
2,1.0,1.0,1.0,4.967142857142858,13,1,1.0,f,Ward 77,Private room in home,6.55250788703459
2,1.0,1.0,1.0,5.0,1,4,1.0,f,Ward 15,Private room in guesthouse,7.601402334583733
2,1.0,1.0,1.0,4.89,9,2,1.0,f,Ward 64,Entire guest suite,6.842683282238422
2,1.0,1.0,1.0,4.8,5,5,1.0,t,Ward 10,Entire rental unit,6.150602768446279
4,2.0,2.0,2.0,4.794285714285714,7,2,1.0,f,Ward 62,Entire cottage,7.83241092718792
2,1.0,1.0,1.0,3.6657142857142864,6,3,1.0,f,Ward 62,Private room in home,7.304515946460155
5,2.0,2.0,2.0,4.922857142857143,122,3,1.0,t,Ward 54,Entire vacation home,8.371936178759098
2,1.0,1.0,1.0,1.8571428571428572,2,9,0.97,f,Ward 54,Room in hotel,6.418364935936212
2,1.0,1.0,1.0,4.9799999999999995,7,7,1.0,t,Ward 54,Entire home,6.803505257608338
2,1.0,1.0,1.0,4.9628571428571435,84,1,1.0,t,Ward 61,Entire rental unit,6.803505257608338
4,2.0,2.0,4.0,4.882857142857143,410,23,1.0,t,Ward 115,Entire rental unit,7.899524472032198
2,1.0,1.0,1.0,4.925714285714286,40,1,1.0,f,Ward 77,Entire rental unit,7.0909098220799835
3,1.0,2.0,2.0,4.952857142857143,33,1,1.0,t,Ward 61,Entire condo,7.208600337960199
2,1.0,0.0,1.0,4.97,227,7,1.0,t,Ward 54,Entire rental unit,7.262628600974241
5,2.0,2.0,3.0,4.582857142857143,25,6,1.0,f,Ward 84,Entire cottage,7.8636512654486515
2,1.0,1.0,1.0,4.864285714285714,38,1,0.22,f,Ward 54,Entire rental unit,6.90875477931522
4,2.0,2.0,3.0,4.947142857142857,159,3,1.0,t,Ward 115,Entire condo,8.57300625623545
4,2.0,2.0,2.0,4.881428571428571,29,6,1.0,t,Ward 54,Entire rental unit,7.572502985020384
2,1.0,1.0,1.0,4.717142857142858,3,1,0.9,f,Ward 113,Private room in guesthouse,6.802394763324311
2,1.0,1.0,2.0,4.909999999999999,21,5,1.0,t,Ward 107,Entire rental unit,6.529418838262226
2,1.0,0.0,1.0,4.857142857142857,10,60,0.99,t,Ward 23,Entire rental unit,6.878326468291325
4,1.5,2.0,2.0,4.807142857142857,48,1,1.0,f,Ward 54,Entire rental unit,7.710653323501202
2,1.0,1.0,1.0,4.985714285714287,117,3,1.0,t,Ward 115,Entire rental unit,8.346404870435956
6,2.5,4.0,5.0,4.857142857142857,1,32,1.0,t,Ward 77,Entire home,9.61587214452889
9,5.0,5.0,5.0,5.0,1,101,1.0,f,Ward 74,Entire villa,9.040737587590003
2,1.0,1.0,1.0,4.839999999999999,18,18,0.99,f,Ward 115,Entire rental unit,6.907755278982137
10,5.0,5.0,5.0,4.631428571428572,7,181,0.99,f,Ward 54,Entire villa,9.368113055848724
2,1.0,1.0,1.0,4.92,26,2,1.0,t,Ward 77,Entire guesthouse,6.85751406254539
2,1.0,1.0,1.0,4.9142857142857155,27,2,1.0,t,Ward 54,Private room in home,7.426549072397305
4,2.0,2.0,3.0,4.667142857142857,3,94,1.0,f,Ward 55,Entire rental unit,7.411556287811163
2,1.0,1.0,1.0,4.855714285714286,7,42,1.0,f,Ward 115,Entire rental unit,7.412160334945205
2,1.0,0.0,1.0,4.964285714285714,4,49,0.98,t,Ward 54,Entire rental unit,7.516433302915632
4,2.0,2.0,2.0,4.811428571428571,3,1,1.0,f,Ward 55,Entire rental unit,7.711996507047669
2,1.0,1.0,2.0,4.714285714285714,2,1,0.67,f,Ward 61,Entire home,8.488999457045455
1,1.0,1.0,1.0,4.714285714285714,3,2,1.0,f,Ward 61,Private room in home,6.293419278846481
2,1.0,1.0,2.0,4.964285714285714,4,1,1.0,f,Ward 59,Entire rental unit,6.825460036255307
4,2.5,2.0,3.0,4.902857142857143,78,45,0.98,t,Ward 54,Entire rental unit,8.507344855361422
12,3.0,4.0,8.0,4.707142857142856,35,36,0.96,f,Ward 62,Entire home,7.880804344674901
2,1.0,1.0,1.0,4.715714285714285,3,19,1.0,t,Ward 115,Entire rental unit,7.444833273892193
4,2.0,2.0,3.0,5.0,4,1,1.0,f,Ward 77,Entire condo,8.055475141757274
6,2.0,3.0,3.0,4.791428571428573,18,4,1.0,t,Ward 107,Entire condo,7.762596048540069
4,1.0,2.0,3.0,4.928571428571429,269,1,1.0,t,Ward 23,Entire condo,6.90975328164481
2,1.0,0.0,1.0,4.85,20,47,0.99,t,Ward 54,Entire rental unit,7.506591780070841
2,3.0,1.0,2.0,4.764285714285714,14,8,1.0,t,Ward 77,Private room in home,6.113682179832232
2,1.0,1.0,1.0,4.905714285714287,3,16,1.0,t,Ward 74,Tiny home,7.496097345175956
2,1.0,1.0,1.0,4.91857142857143,60,53,1.0,t,Ward 54,Entire condo,7.745002803515839
2,1.0,0.0,1.0,4.894285714285714,12,60,0.99,t,Ward 115,Entire rental unit,7.0825485693553
6,3.5,3.0,3.0,4.325714285714286,7,3,1.0,f,Ward 54,Entire townhouse,8.447199819595703
2,1.0,1.0,1.0,4.961428571428572,47,2,1.0,t,Ward 4,Entire condo,6.654152520183219
8,2.0,2.0,4.0,5.0,2,3,1.0,f,Ward 74,Entire cottage,7.773173680482536
2,0.5,1.0,1.0,4.8428571428571425,9,1,1.0,t,Ward 64,Private room in home,6.621405651764134
2,1.0,1.0,1.0,4.885714285714285,16,9,1.0,t,Ward 64,Private room in bed and breakfast,6.698268054115413
2,1.0,0.0,1.0,4.618571428571428,27,1,1.0,f,Ward 115,Entire rental unit,6.732210706467206
5,3.0,3.0,4.0,4.6000000000000005,10,1,1.0,f,Ward 57,Entire home,7.698936199813447
2,1.0,1.0,1.0,4.918571428571428,127,1,0.0,f,Ward 59,Entire guest suite,5.755742213586912
4,2.0,2.0,2.0,4.477142857142858,6,6,1.0,f,Ward 84,Entire rental unit,7.696667081526462
4,0.0,2.0,2.0,4.895714285714286,156,2,1.0,t,Ward 115,Entire rental unit,7.456454555176209
8,4.0,4.0,4.0,5.0,1,3,1.0,t,Ward 54,Entire home,9.210440366976517
2,2.0,1.0,1.0,4.927142857142857,107,4,1.0,t,Ward 61,Entire home,7.68662133494462
5,2.5,2.0,2.0,4.701428571428572,9,2,1.0,t,Ward 54,Entire home,8.215006432761575
2,1.0,0.0,1.0,5.0,1,22,1.0,t,Ward 115,Entire rental unit,7.280008252884188
2,1.0,1.0,1.0,4.551428571428572,7,11,1.0,f,Ward 115,Private room in rental unit,6.741700694652055
2,1.0,1.0,1.0,4.46,27,101,1.0,f,Ward 115,Entire rental unit,7.609862200913554
2,1.0,0.0,1.0,4.514285714285714,15,1,1.0,f,Ward 115,Entire rental unit,7.038783541388542
2,1.0,1.0,1.0,4.972857142857143,22,2,1.0,t,Ward 23,Entire rental unit,7.108244139731541
2,1.0,1.0,1.0,4.914285714285714,146,1,1.0,t,Ward 58,Private room in guest suite,6.398594934535208
6,1.0,2.0,3.0,4.275714285714286,29,5,0.7,f,Ward 115,Room in aparthotel,7.755338812846501
1,1.5,1.0,1.0,4.8742857142857146,9,3,1.0,f,Ward 64,Private room in condo,5.8888779583328805
6,2.0,3.0,3.0,4.714285714285714,2,1,1.0,f,Ward 77,Entire home,8.662158961666423
2,1.0,1.0,0.0,4.934285714285714,51,2,0.89,t,Ward 102,Entire guest suite,6.68586094706836
2,1.0,1.0,1.0,4.971428571428571,22,1,1.0,t,Ward 61,Entire place,6.698268054115413
2,1.0,1.0,1.0,4.771428571428571,10,47,0.99,t,Ward 54,Entire rental unit,7.892452043520352
2,1.0,1.0,1.0,4.857142857142857,6,1,0.86,f,Ward 54,Entire rental unit,6.803505257608338
2,1.0,1.0,1.0,4.702857142857143,117,12,0.99,f,Ward 115,Entire rental unit,7.181591944611865
2,1.0,1.0,1.0,4.821428571428571,4,1,1.0,f,Ward 115,Entire rental unit,7.237778191923443
2,1.0,1.0,1.0,4.834285714285714,13,3,1.0,f,Ward 23,Entire rental unit,6.706862336602747
4,2.5,2.0,2.0,5.0,3,3,1.0,f,Ward 54,Entire townhouse,8.006700845440367
2,1.0,1.0,2.0,4.935714285714285,47,2,1.0,t,Ward 77,Entire rental unit,7.496097345175956
6,2.5,3.0,4.0,5.0,1,1,1.0,f,Ward 107,Entire home,8.189799618728228
5,2.0,3.0,2.0,5.0,1,2,1.0,f,Ward 113,Entire rental unit,6.760414691083428
2,1.0,0.0,1.0,4.938571428571429,90,3,1.0,t,Ward 77,Entire guest suite,6.565264970035361
1,2.0,1.0,4.0,4.685714285714286,5,3,1.0,f,Ward 115,Shared room in hostel,6.142037405587356
2,1.0,1.0,1.0,4.871428571428572,205,9,1.0,t,Ward 115,Entire rental unit,7.472500744737558
6,2.5,4.0,4.0,4.285714285714286,1,38,0.98,f,Ward 77,Entire home,9.00810178134187
2,1.0,1.0,1.0,5.0,9,11,1.0,t,Ward 115,Entire rental unit,7.1308988302963465
1,1.0,1.0,1.0,4.527142857142857,47,7,1.0,f,Ward 11,Private room in home,5.176149732573829
4,2.5,2.0,3.0,5.0,4,11,1.0,t,Ward 54,Entire rental unit,8.412054873292933
2,1.0,1.0,1.0,5.0,3,18,0.97,t,Ward 23,Private room in home,6.602587892189336
2,1.0,1.0,1.0,4.9157142857142855,110,3,1.0,t,Ward 23,Entire guest suite,6.478509642208569
6,2.0,3.0,4.0,4.942857142857143,23,20,1.0,t,Ward 74,Entire cottage,7.3783837129967145
8,3.0,4.0,4.0,4.914285714285714,5,1,1.0,f,Ward 59,Entire home,8.829372735468406
2,1.0,1.0,1.0,5.0,3,1,1.0,f,Ward 69,Entire guest suite,6.85751406254539
6,3.0,3.0,6.0,4.952857142857143,3,5,0.9,f,Ward 55,Entire home,8.295049140435111
2,1.0,1.0,1.0,5.0,6,1,1.0,f,Ward 23,Entire rental unit,6.803505257608338
2,0.0,1.0,1.0,4.511428571428572,67,7,1.0,f,Ward 77,Room in boutique hotel,6.669498089857879
6,3.0,3.0,3.0,4.914285714285714,5,3,1.0,f,Ward 74,Entire townhouse,7.3783837129967145
1,1.0,1.0,1.0,4.941428571428572,12,1,1.0,f,Ward 1,Entire rental unit,5.755742213586912
3,1.0,1.0,2.0,4.945714285714286,202,1,1.0,t,Ward 61,Entire rental unit,6.710523109452428
6,2.0,3.0,4.0,4.904285714285714,18,2,1.0,f,Ward 83,Entire rental unit,7.438971592395862
2,1.0,1.0,1.0,4.948571428571428,166,1,1.0,t,Ward 74,Private room in home,6.5722825426940075
7,3.5,4.0,5.0,4.857142857142857,1,6,1.0,t,Ward 54,Entire home,9.15915233520675
2,1.0,0.0,1.0,4.237142857142858,43,74,0.89,f,Ward 115,Entire rental unit,6.646390514847729
4,2.0,2.0,3.0,4.571428571428571,1,43,1.0,f,Ward 100,Entire rental unit,7.3783837129967145
4,1.0,2.0,3.0,4.96,131,2,1.0,t,Ward 62,Entire guest suite,6.928537818164665
4,2.5,2.0,2.0,1.0,1,1,0.0,f,Ward 100,Entire home,7.919719760924575
2,1.0,0.0,1.0,4.894285714285715,328,2,1.0,t,Ward 61,Entire cabin,6.984716320118266
2,2.0,5.0,6.0,4.878571428571428,14,3,0.6,f,Ward 94,Private room in home,6.396929655216146
2,1.0,1.0,1.0,4.9071428571428575,96,126,1.0,t,Ward 115,Entire rental unit,7.704811922932594
4,2.0,2.0,2.0,4.857142857142857,4,1,0.83,f,Ward 23,Entire condo,7.473637108496206
1,1.0,1.0,1.0,4.950000000000001,18,4,1.0,t,Ward 64,Private room in home,5.762051382780177
8,3.0,4.0,4.0,4.822857142857143,8,1,1.0,f,Ward 54,Entire villa,9.987047145635058
2,1.0,1.0,1.0,5.0,1,1,1.0,f,Ward 109,Entire rental unit,6.955592608396297
1,1.0,1.0,1.0,4.971428571428571,5,2,0.86,f,Ward 77,Private room in rental unit,6.48768401848461
8,2.5,4.0,6.0,4.977142857142858,13,1,1.0,f,Ward 64,Entire home,8.633374945705647
2,1.0,1.0,1.0,5.0,5,1,1.0,f,Ward 64,Entire home,6.690842277418564
1,1.0,1.0,1.0,4.95,20,3,1.0,t,Ward 27,Entire guest suite,5.91350300563827
8,3.0,4.0,6.0,5.0,3,1,1.0,f,Ward 100,Entire home,8.1886891244442
6,3.0,3.0,5.0,4.839999999999999,8,1,0.88,f,Ward 73,Entire home,7.886457270977689
12,6.0,6.0,6.0,4.967142857142858,20,1,1.0,f,Ward 54,Entire villa,10.714439990727769
2,1.0,1.0,1.0,4.762857142857143,12,12,1.0,f,Ward 115,Entire rental unit,7.341483852363161
4,1.5,2.0,3.0,4.941428571428571,30,1,1.0,t,Ward 23,Entire rental unit,6.895682697747868
2,1.0,1.0,2.0,5.0,1,5,1.0,f,Ward 112,Private room in home,7.244941546337007
2,1.0,1.0,1.0,4.304285714285714,16,3,0.8,f,Ward 55,Private room in home,6.634633357861686
2,1.5,0.0,1.0,4.875714285714286,24,1,1.0,t,Ward 77,Entire rental unit,7.5251007461258
4,2.0,2.0,2.0,4.839999999999999,90,1,1.0,t,Ward 54,Entire rental unit,8.50532301884575
6,2.0,2.0,4.0,4.892857142857143,106,3,1.0,t,Ward 21,Entire rental unit,7.273092595999522
4,1.0,2.0,2.0,4.6571428571428575,10,1,1.0,t,Ward 113,Entire rental unit,7.4342573821331355
2,1.0,1.0,2.0,4.977142857142858,43,1,1.0,t,Ward 112,Private room in guest suite,6.2166061010848646
1,0.0,0.0,1.0,5.0,1,8,1.0,f,Ward 54,Entire rental unit,7.27655640271871
3,1.0,1.0,1.0,4.609999999999999,42,15,1.0,f,Ward 23,Entire condo,7.605392364814935
2,1.0,1.0,1.0,4.922857142857143,11,4,1.0,f,Ward 115,Entire condo,7.2078598714324755
6,2.0,3.0,3.0,4.938571428571429,16,9,1.0,f,Ward 54,Entire rental unit,9.054271186326293
4,2.0,2.0,1.0,4.928571428571429,2,16,1.0,t,Ward 77,Entire rental unit,7.783640596221253
9,3.5,5.0,5.0,4.715714285714285,3,1,1.0,f,Ward 59,Entire home,8.699681400989514
2,1.0,1.0,1.0,4.714285714285714,4,4,1.0,f,Ward 55,Entire rental unit,6.447305862541213
6,2.0,4.0,6.0,4.801428571428572,40,2,1.0,t,Ward 61,Entire condo,7.824445930877619
2,1.0,1.0,1.0,4.782857142857142,59,35,0.99,f,Ward 115,Entire rental unit,6.826545223556594
2,1.0,1.0,1.0,4.928571428571429,4,14,0.97,t,Ward 84,Private room in bed and breakfast,7.312553498102598
2,1.0,1.0,1.0,4.905714285714287,3,181,0.99,f,Ward 54,Entire rental unit,7.7437032581737535
3,1.0,2.0,3.0,4.892857142857143,23,1,1.0,t,Ward 64,Entire condo,7.1372784372603855
6,3.0,3.0,3.0,4.825714285714286,57,76,1.0,t,Ward 54,Entire home,8.055475141757274
3,1.0,2.0,2.0,4.987142857142857,11,1,1.0,t,Ward 58,Entire guest suite,7.010311867307229
2,1.0,1.0,2.0,4.964285714285714,78,1,1.0,t,Ward 64,Dome,6.398594934535208
2,1.0,1.0,1.0,4.5,2,1,1.0,f,Ward 53,Private room in home,5.905361848054571
4,1.0,2.0,4.0,4.857142857142857,1,4,1.0,f,Ward 83,Entire rental unit,6.803505257608338
4,2.0,2.0,2.0,4.737142857142857,6,17,1.0,t,Ward 115,Entire rental unit,7.170888478512505
2,1.0,1.0,1.0,4.9399999999999995,185,1,1.0,t,Ward 64,Entire guesthouse,6.703188113240863
4,2.0,2.0,3.0,4.992857142857143,20,1,1.0,f,Ward 61,Entire guest suite,7.409136443920128
4,1.0,2.0,2.0,4.821428571428571,4,1,1.0,f,Ward 15,Entire rental unit,7.273092595999522
7,3.0,3.0,5.0,4.627142857142857,15,18,1.0,f,Ward 74,Entire rental unit,8.120291313968561
4,2.0,2.0,2.0,5.0,2,15,1.0,f,Ward 77,Entire home,7.493317248862145
4,2.0,2.0,2.0,4.848571428571428,44,1,1.0,f,Ward 58,Entire guesthouse,6.698268054115413
4,1.0,2.0,3.0,4.974285714285714,92,1,1.0,t,Ward 83,Entire rental unit,7.060476365999801
4,2.0,2.0,2.0,4.4157142857142855,22,1,1.0,f,Ward 115,Entire rental unit,7.834788107388194
8,4.0,4.0,4.0,4.297142857142857,12,181,0.99,f,Ward 54,Entire villa,9.286930974137896
4,1.0,2.0,3.0,4.79,44,1,1.0,f,Ward 113,Entire rental unit,6.529418838262226
4,2.0,2.0,3.0,4.875714285714286,136,23,1.0,t,Ward 115,Entire serviced apartment,7.888709524182015
4,2.0,2.0,2.0,4.92,7,1,1.0,f,Ward 115,Entire rental unit,7.855932199718614
2,1.0,1.0,1.0,4.905714285714287,9,4,1.0,t,Ward 115,Entire rental unit,8.144679183447758
2,1.0,1.0,1.0,4.767142857142857,137,101,1.0,f,Ward 57,Entire rental unit,7.270312886079025
2,1.0,1.0,1.0,4.904285714285714,3,1,1.0,f,Ward 59,Entire guest suite,7.13966033596492
2,1.0,1.0,1.0,3.732857142857143,7,36,0.96,f,Ward 57,Entire rental unit,6.714170529909472
4,2.0,2.0,3.0,4.802857142857143,92,71,1.0,t,Ward 115,Entire rental unit,7.722234744709607
4,1.0,2.0,3.0,4.642857142857143,2,42,1.0,f,Ward 115,Entire rental unit,8.003028666384733
4,1.0,1.0,2.0,4.844285714285713,78,3,1.0,t,Ward 15,Entire home,6.498282149476434
2,1.0,1.0,1.0,5.0,7,6,1.0,t,Ward 4,Private room in home,7.280008252884188
2,1.0,0.0,1.0,4.8185714285714285,26,40,1.0,f,Ward 115,Entire rental unit,6.853299093186078
2,1.0,1.0,1.0,4.928571428571429,4,1,0.0,f,Ward 49,Private room in home,5.886104031450156
7,2.5,4.0,4.0,4.817142857142857,7,1,1.0,f,Ward 58,Entire home,8.336150816120663
2,1.0,0.0,1.0,5.0,2,60,0.99,t,Ward 77,Entire rental unit,6.656726524178391
4,1.0,2.0,3.0,4.914285714285714,5,2,0.54,f,Ward 65,Entire home,6.752270376141742
2,1.0,1.0,1.0,4.857142857142857,12,14,1.0,t,Ward 61,Entire rental unit,6.898714534329988
1,1.0,1.0,1.0,5.0,3,7,1.0,f,Ward 1,Private room in home,6.621405651764134
5,1.5,3.0,3.0,5.0,1,3,1.0,f,Ward 2,Entire home,7.438971592395862
2,1.0,0.0,1.0,5.0,4,49,0.98,t,Ward 54,Entire rental unit,7.360103972989152
8,3.0,4.0,4.0,5.0,1,2,0.7,f,Ward 27,Entire home,7.721791776817535
4,1.0,0.0,2.0,4.872857142857143,139,3,1.0,t,Ward 74,Entire loft,7.592870287844818
2,1.0,0.0,1.0,4.835714285714286,114,126,1.0,t,Ward 115,Entire condo,6.917705609835305
4,2.0,2.0,2.0,4.951428571428571,23,5,1.0,t,Ward 77,Entire rental unit,8.064636475774222
2,1.0,1.0,1.0,5.0,2,1,1.0,f,Ward 115,Entire rental unit,7.301822342137932
6,3.0,3.0,4.0,4.821428571428571,4,1,0.0,f,Ward 70,Entire home,7.88344635413774
3,2.0,2.0,0.0,5.0,1,2,1.0,f,Ward 64,Entire home,7.0909098220799835
4,2.0,2.0,0.0,4.142857142857143,1,2,1.0,f,Ward 57,Entire rental unit,6.734591659972948
2,1.0,1.0,1.0,4.8100000000000005,3,3,1.0,f,Ward 2,Entire guesthouse,6.523562306149512
2,1.0,1.0,1.0,4.952857142857143,6,8,0.91,f,Ward 54,Entire rental unit,7.591357046698551
4,2.0,2.0,2.0,5.0,6,1,1.0,f,Ward 83,Entire rental unit,7.362645270417825
2,1.0,0.0,1.0,4.857142857142857,1,40,1.0,f,Ward 54,Entire rental unit,7.601402334583733
2,1.0,1.0,1.0,4.257142857142857,5,1,1.0,f,Ward 115,Entire rental unit,6.952728644624869
2,1.0,1.0,1.0,4.6414285714285715,132,5,0.98,f,Ward 10,Entire loft,6.2166061010848646
2,1.0,1.0,1.0,4.785714285714286,26,49,0.98,t,Ward 54,Entire rental unit,7.946263643580541
2,1.0,1.0,1.0,4.578571428571428,21,49,0.97,f,Ward 115,Private room in bed and breakfast,7.01571242048723
6,2.5,3.0,3.0,4.807142857142858,41,1,1.0,f,Ward 77,Entire rental unit,7.467942332285852
2,1.0,1.0,1.0,4.9399999999999995,57,1,1.0,t,Ward 83,Entire guest suite,6.373319789577012
2,1.0,1.0,0.0,4.75,4,1,1.0,f,Ward 59,Entire rental unit,6.894670039433482
6,3.0,3.0,3.0,3.7142857142857144,1,4,0.8,f,Ward 107,Entire rental unit,7.601402334583733
7,1.0,1.0,4.0,4.571428571428571,4,1,1.0,f,Ward 113,Entire home,8.055475141757274
2,1.0,1.0,1.0,4.951428571428571,6,3,1.0,f,Ward 62,Entire guesthouse,7.783640596221253
4,2.0,2.0,3.0,4.90142857142857,62,4,0.91,t,Ward 54,Entire rental unit,8.517193191416238
4,1.0,2.0,2.0,4.922857142857143,11,1,1.0,f,Ward 58,Entire home,6.853299093186078
4,1.0,2.0,2.0,3.82,11,108,0.97,f,Ward 115,Entire rental unit,6.988413181999592
2,1.0,1.0,1.0,4.714285714285714,5,1,1.0,f,Ward 64,Entire vacation home,7.065613363597717
4,2.0,2.0,2.0,4.811428571428571,33,70,1.0,t,Ward 115,Entire rental unit,8.22389538017882
2,1.0,1.0,2.0,4.922857142857142,34,3,1.0,t,Ward 67,Entire guest suite,6.373319789577012
7,2.0,3.0,4.0,4.048571428571429,3,4,1.0,t,Ward 83,Private room in rental unit,7.601402334583733
5,1.5,2.0,3.0,4.905714285714287,3,8,0.89,t,Ward 54,Entire rental unit,8.435983135990694
2,1.0,1.0,1.0,4.991428571428571,32,2,1.0,t,Ward 61,Entire rental unit,6.976348070447749
2,1.0,1.0,1.0,4.93,8,1,1.0,f,Ward 77,Entire rental unit,7.244941546337007
2,1.0,1.0,1.0,4.765714285714286,23,6,1.0,t,Ward 115,Entire rental unit,8.068402958569699
2,1.0,1.0,1.0,4.668571428571428,3,9,1.0,f,Ward 55,Entire rental unit,7.069023426578259
2,1.0,1.0,1.0,4.727142857142858,131,13,0.95,f,Ward 115,Entire rental unit,7.5126175446745105
2,1.0,1.0,1.0,4.597142857142857,81,2,1.0,f,Ward 115,Entire rental unit,6.957497370876951
2,1.0,1.0,1.0,5.0,4,30,1.0,f,Ward 115,Entire rental unit,7.095064377287131
2,1.0,1.0,1.0,4.428571428571429,1,4,1.0,f,Ward 55,Private room in home,6.848005274576363
2,1.0,1.0,1.0,4.874285714285714,300,3,1.0,t,Ward 61,Entire bungalow,7.719129840906732
2,1.0,1.0,1.0,4.985714285714286,51,2,1.0,f,Ward 71,Entire guest suite,6.9975959829819265
2,1.0,1.0,1.0,4.564285714285714,17,3,1.0,f,Ward 115,Entire rental unit,7.050989447068045
5,2.0,2.0,3.0,4.902857142857143,34,1,1.0,t,Ward 64,Entire home,6.921658184151129
2,1.0,1.0,1.0,4.971428571428571,10,1,1.0,f,Ward 61,Entire rental unit,6.723832440821209
2,1.0,1.0,2.0,5.0,1,4,1.0,f,Ward 115,Private room in guesthouse,6.35088571671474
2,1.0,1.0,1.0,4.635714285714285,9,1,1.0,f,Ward 64,Entire home,7.103322062526113
4,1.0,1.0,1.0,4.9,13,10,1.0,f,Ward 21,Entire rental unit,6.68586094706836
6,2.0,3.0,7.0,4.725714285714285,44,3,1.0,f,Ward 55,Entire townhouse,7.404279118037268
4,2.0,2.0,0.0,4.6571428571428575,5,1,1.0,f,Ward 59,Entire rental unit,7.257707677160043
8,2.5,4.0,4.0,4.934285714285714,70,3,1.0,t,Ward 107,Entire home,8.421562960400987
2,1.0,0.0,2.0,4.895714285714285,21,2,1.0,f,Ward 64,Entire rental unit,6.289715570908998
12,5.0,6.0,8.0,5.0,3,3,1.0,f,Ward 23,Entire home,8.293299358711323
4,2.5,2.0,2.0,4.928571428571429,4,1,1.0,f,Ward 71,Entire home,7.635786861395585
6,2.5,4.0,6.0,4.894285714285714,42,1,1.0,t,Ward 15,Entire home,8.243282523048375
4,2.0,2.0,2.0,4.804285714285714,32,181,0.99,f,Ward 54,Entire rental unit,8.442685139241176
1,1.0,1.0,1.0,4.967142857142856,29,4,1.0,t,Ward 15,Entire condo,6.90875477931522
6,1.5,2.0,5.0,4.7542857142857144,14,2,1.0,f,Ward 74,Entire home,7.176254532017144
2,1.0,1.0,1.0,4.904285714285714,197,1,1.0,t,Ward 115,Entire rental unit,7.346655163176539
2,1.0,1.0,1.0,4.75,4,1,1.0,f,Ward 57,Entire cottage,6.6052979209482015
5,1.0,2.0,2.0,4.768571428571428,8,8,0.67,f,Ward 113,Entire guest suite,7.244941546337007
2,1.0,1.0,1.0,5.0,1,2,1.0,t,Ward 115,Entire rental unit,6.8679744089702925
2,1.0,0.0,1.0,4.845714285714286,15,2,1.0,t,Ward 61,Entire rental unit,6.85751406254539
4,1.0,2.0,3.0,4.857142857142857,2,2,1.0,f,Ward 55,Entire condo,7.241366283322318
2,1.0,1.0,1.0,4.331428571428572,22,108,0.97,f,Ward 115,Entire rental unit,7.3758821482150125
4,1.5,2.0,2.0,4.7871428571428565,21,1,1.0,f,Ward 54,Entire rental unit,7.850103545175582
6,2.0,3.0,4.0,4.894285714285715,15,20,1.0,t,Ward 74,Entire cottage,7.3783837129967145
6,3.0,3.0,3.0,5.0,1,1,1.0,f,Ward 54,Entire villa,9.366146823114383
4,2.0,2.0,3.0,4.214285714285714,2,4,0.71,f,Ward 54,Entire rental unit,8.071218539969863
2,1.0,0.0,1.0,4.965714285714286,12,5,1.0,f,Ward 54,Entire rental unit,7.3783837129967145
