accommodates,bathrooms,bedrooms,beds,avg_rating,calculated_host_listings_count,host_response_rate,avg_price,minimum_nights,availability_rate,days_since_last_review,number_of_reviews,host_is_superhost,neighbourhood_cleansed,property_type,occupancy
2,1.0,1.0,1.0,4.467142857142857,15,0.97,1897.0,2,0.0,345.0,23,f,Ward 115,Entire rental unit,6
4,2.0,2.0,2.0,4.645714285714286,1,1.0,4000.0,2,0.9671232876712329,40.0,21,f,Ward 115,Entire rental unit,78
2,1.0,1.0,1.0,4.561428571428572,101,1.0,880.0,2,0.0,262.0,29,f,Ward 115,Entire rental unit,6
4,2.0,2.0,3.0,4.571428571428571,70,0.99,4413.0,1,0.8027397260273973,11.0,6,t,Ward 54,Entire rental unit,36
6,3.0,3.0,3.0,4.0,1,1.0,6800.0,4,0.7945205479452054,34.0,2,f,Ward 115,Entire rental unit,16
3,1.0,0.0,1.0,4.79,23,1.0,990.0,1,0.7068493150684931,228.0,94,t,Ward 57,Entire condo,6
2,1.0,1.0,2.0,4.912857142857143,2,1.0,555.0,2,0.6246575342465753,19.0,13,t,Ward 1,Entire rental unit,48
2,1.5,1.0,1.0,4.982857142857143,2,0.8,1250.0,1,0.9698630136986301,18.0,41,t,Ward 69,Farm stay,114
8,3.0,4.0,4.0,5.0,1,1.0,1000.0,14,0.958904109589041,386.0,1,f,Ward 54,Entire villa,0
4,2.0,2.0,2.0,4.685714285714286,18,1.0,3500.0,2,0.6383561643835617,384.0,5,t,Ward 54,Entire rental unit,0
2,1.0,1.0,1.0,4.855714285714286,8,1.0,15000.0,1,0.5534246575342465,282.0,6,f,Ward 54,Entire serviced apartment,6
2,1.0,1.0,1.0,4.821428571428571,5,1.0,1300.0,6,0.9506849315068493,10.0,4,f,Ward 74,Entire rental unit,48
4,2.0,2.0,3.0,4.814285714285714,3,1.0,1500.0,3,0.15342465753424658,76.0,68,t,Ward 55,Entire rental unit,36
8,4.0,4.0,4.0,4.911428571428572,3,1.0,5950.0,2,0.7150684931506849,37.0,8,t,Ward 23,Entire home,48
2,1.0,1.0,1.0,4.838571428571428,3,0.92,1200.0,1,0.6493150684931507,12.0,37,f,Ward 102,Entire rental unit,120
3,1.0,1.0,1.0,4.857142857142857,1,1.0,900.0,1,0.7315068493150685,87.0,2,f,Ward 3,Entire guesthouse,12
4,2.5,3.0,3.0,4.808571428571428,4,1.0,96.0,3,0.9178082191780822,13.0,6,t,Ward 61,Entire rental unit,24
2,1.0,1.0,1.0,5.0,60,0.99,1000.0,1,0.4602739726027397,13.0,4,t,Ward 115,Entire rental unit,24
2,1.0,1.0,1.0,4.912857142857143,5,1.0,3599.0,1,0.473972602739726,109.0,98,f,Ward 54,Entire cottage,12
4,1.0,2.0,0.0,4.522857142857142,1,1.0,850.0,1,0.46301369863013697,56.0,3,f,Ward 55,Entire rental unit,18
6,3.0,3.0,4.0,4.839999999999999,10,1.0,495.0,3,0.9205479452054794,39.0,16,f,Ward 64,Entire rental unit,12
4,2.0,2.0,2.0,4.6257142857142854,1,1.0,3000.0,2,0.9397260273972603,17.0,21,t,Ward 115,Entire rental unit,36
4,1.0,1.0,1.0,4.937142857142858,1,1.0,1200.0,2,0.6246575342465753,8.0,25,t,Ward 77,Entire rental unit,96
2,1.0,1.0,1.0,4.595714285714286,2,1.0,790.0,3,0.6301369863013698,66.0,6,f,Ward 23,Entire condo,6
4,2.0,2.0,2.0,4.838571428571428,10,1.0,2500.0,3,0.29315068493150687,2.0,7,f,Ward 115,Entire rental unit,24
2,1.0,0.0,1.0,4.835714285714286,16,0.98,3100.0,3,0.6821917808219178,22.0,278,t,Ward 64,Entire cottage,204
2,1.0,1.0,1.0,4.864285714285714,1,0.9,1800.0,2,0.9041095890410958,29.0,20,t,Ward 115,Entire rental unit,96
6,3.0,3.0,3.0,4.894285714285715,2,1.0,3000.0,3,0.5863013698630137,10.0,137,t,Ward 54,Entire home,216
6,2.0,3.0,4.0,4.97,1,1.0,3000.0,2,0.7945205479452054,10.0,14,t,Ward 55,Entire condo,48
6,3.0,3.0,3.0,5.0,1,0.9,4500.0,2,0.4438356164383562,15.0,3,f,Ward 74,Entire home,18
2,1.0,0.0,1.0,4.741428571428571,49,0.98,1320.0,2,0.9863013698630136,48.0,16,t,Ward 54,Entire rental unit,24
2,1.0,1.0,1.0,3.1914285714285717,1,1.0,1380.0,2,0.9972602739726028,109.0,3,f,Ward 115,Entire rental unit,18
4,1.0,2.0,3.0,4.844285714285713,2,1.0,1200.0,3,0.726027397260274,10.0,12,t,Ward 64,Entire rental unit,42
4,2.0,2.0,2.0,4.685714285714286,49,1.0,1752.0,1,0.07123287671232877,63.0,10,f,Ward 59,Entire rental unit,12
4,1.0,2.0,2.0,4.912857142857143,1,1.0,1000.0,2,0.46301369863013697,13.0,35,t,Ward 74,Entire guest suite,54
2,1.0,0.0,1.0,5.0,42,1.0,221.0,1,0.8849315068493151,240.0,1,f,Ward 115,Entire rental unit,6
3,1.0,0.0,2.0,4.911428571428572,23,1.0,1200.0,1,0.9835616438356164,5.0,28,t,Ward 115,Entire rental unit,168
4,2.0,2.0,3.0,4.878571428571428,1,1.0,1950.0,4,0.5150684931506849,11.0,35,t,Ward 71,Entire cottage,72
4,1.0,1.0,3.0,4.861428571428571,3,1.0,1100.0,2,0.8904109589041096,3.0,107,t,Ward 70,Entire rental unit,255
2,1.0,1.0,1.0,4.857142857142857,7,1.0,977.0,1,0.8356164383561644,383.0,1,t,Ward 115,Private room in home,0
2,1.0,1.0,1.0,4.775714285714286,10,1.0,1495.0,2,0.9068493150684932,363.0,31,t,Ward 64,Entire rental unit,6
6,3.5,3.0,3.0,4.874285714285714,1,1.0,2000.0,3,0.6657534246575343,17.0,127,f,Ward 77,Entire home,90
6,3.0,3.0,3.0,4.795714285714285,19,1.0,4200.0,5,0.4273972602739726,66.0,7,t,Ward 115,Entire rental unit,40
4,1.0,2.0,2.0,4.857142857142857,7,1.0,1700.0,5,0.21311475409836064,61.0,3,t,Ward 53,Entire guest suite,10
8,3.5,4.0,4.0,5.0,1,1.0,8500.0,10,0.9452054794520548,342.0,4,f,Ward 62,Entire home,40
6,2.0,3.0,3.0,4.43,181,0.99,9000.0,1,0.6547945205479452,22.0,6,f,Ward 54,Entire villa,36
2,1.0,0.0,1.0,4.605714285714285,1,1.0,750.0,3,0.12876712328767123,4.0,63,f,Ward 115,Entire rental unit,60
4,2.0,2.0,2.0,4.857142857142857,7,1.0,8679.0,3,0.989041095890411,24.0,2,f,Ward 54,Entire rental unit,12
3,1.0,1.0,2.0,4.884285714285714,3,1.0,900.0,3,0.6904109589041096,74.0,42,f,Ward 83,Entire condo,96
6,3.0,2.0,3.0,4.594285714285713,1,1.0,225.0,2,0.8986301369863013,15.0,38,f,Ward 54,Entire villa,30
9,6.5,4.0,6.0,5.0,1,1.0,18500.0,3,0.8438356164383561,41.0,4,f,Ward 62,Entire home,24
2,1.0,1.0,1.0,4.861428571428571,2,1.0,530.0,2,0.9123287671232877,9.0,221,t,Ward 115,Entire rental unit,132
5,2.5,3.0,3.0,4.892857142857143,1,1.0,13000.0,2,0.43561643835616437,20.0,4,f,Ward 54,Entire villa,24
2,1.0,0.0,1.0,4.518571428571429,11,1.0,1600.0,1,0.9671232876712329,20.0,11,f,Ward 54,Entire rental unit,66
10,5.5,5.0,5.0,4.595714285714286,1,1.0,16500.0,3,0.8931506849315068,7.0,42,f,Ward 115,Entire villa,72
2,1.0,1.0,1.0,4.905714285714287,7,1.0,1000.0,1,0.473972602739726,5.0,111,t,Ward 115,Entire rental unit,255
6,2.0,3.0,3.0,4.494285714285714,36,0.96,4600.0,2,0.8054794520547945,14.0,50,f,Ward 115,Entire rental unit,222
4,2.0,2.0,2.0,5.0,18,1.0,3800.0,2,0.7397260273972602,136.0,8,t,Ward 115,Entire rental unit,18
4,2.5,2.0,0.0,4.952857142857143,21,1.0,1300.0,5,0.6082191780821918,55.0,9,t,Ward 107,Entire rental unit,90
2,1.0,1.0,1.0,4.9471428571428575,1,1.0,330.0,2,0.9506849315068493,17.0,156,t,Ward 100,Entire rental unit,78
2,1.0,1.0,1.0,3.7142857142857144,145,0.99,1349.0,1,0.9178082191780822,23.0,5,f,Ward 115,Entire rental unit,30
2,1.0,0.0,2.0,5.0,6,0.4,750.0,1,0.9726027397260274,222.0,6,f,Ward 4,Entire rental unit,18
1,1.0,1.0,1.0,4.891428571428571,8,1.0,600.0,1,0.20273972602739726,0.0,30,f,Ward 57,Private room in home,78
6,2.0,3.0,3.0,5.0,19,0.98,4500.0,2,0.4438356164383562,66.0,3,t,Ward 54,Entire home,18
6,2.0,3.0,6.0,4.714285714285714,1,1.0,4000.0,2,0.9397260273972603,339.0,6,f,Ward 72,Entire home,6
2,1.0,1.0,1.0,4.942857142857143,2,1.0,658.0,1,0.9068493150684932,5.0,5,f,Ward 55,Entire rental unit,30
4,2.0,2.0,3.0,4.421428571428571,145,0.99,2368.0,1,0.9232876712328767,38.0,20,f,Ward 115,Entire rental unit,12
2,1.0,0.0,1.0,4.755714285714285,1,1.0,1970.0,1,0.01643835616438356,36.0,14,f,Ward 54,Entire rental unit,84
2,1.0,1.0,1.0,4.877142857142857,4,1.0,2050.0,3,0.42191780821917807,19.0,15,t,Ward 54,Entire rental unit,48
6,2.5,3.0,3.0,4.5442857142857145,2,0.46,1500.0,2,0.6575342465753424,99.0,15,f,Ward 113,Entire home,30
4,2.0,2.0,2.0,5.0,9,0.98,4700.0,2,0.8794520547945206,52.0,8,t,Ward 115,Entire rental unit,48
10,4.0,5.0,5.0,4.708571428571429,1,1.0,7600.0,1,0.8410958904109589,26.0,25,f,Ward 4,Entire home,150
2,1.0,1.0,1.0,4.851428571428571,3,1.0,680.0,5,0.4931506849315068,11.0,94,t,Ward 57,Private room in home,60
2,1.0,0.0,2.0,5.0,2,1.0,725.0,2,0.7178082191780822,1908.0,1,f,Ward 21,Entire guest suite,0
2,1.0,1.0,1.0,4.928571428571429,1,0.9,500.0,3,0.2684931506849315,6.0,10,f,Ward 54,Entire rental unit,60
2,1.0,1.0,1.0,4.609999999999999,1,1.0,2000.0,3,0.9917808219178083,22.0,95,f,Ward 77,Entire rental unit,60
4,2.0,2.0,2.0,4.805714285714286,37,1.0,1992.0,2,0.9780821917808219,10.0,147,f,Ward 115,Entire rental unit,255
2,1.0,1.0,2.0,4.857142857142857,3,1.0,774.0,3,0.0273972602739726,69.0,2,f,Ward 70,Entire guest suite,6
2,1.0,0.0,1.0,4.877142857142857,8,1.0,840.0,2,0.9972602739726028,18.0,22,f,Ward 107,Entire guest suite,18
2,1.0,1.0,1.0,4.961428571428571,1,1.0,380.0,2,0.5671232876712329,43.0,69,f,Ward 77,Private room in guest suite,114
6,1.5,3.0,5.0,5.0,5,1.0,2300.0,3,0.5780821917808219,455.0,1,t,Ward 64,Entire home,0
2,1.0,1.0,1.0,5.0,28,0.98,1250.0,2,0.8849315068493151,101.0,1,t,Ward 74,Entire rental unit,6
2,1.0,1.0,1.0,4.374285714285714,1,1.0,599.0,1,0.9698630136986301,16.0,11,f,Ward 57,Private room in home,66
6,3.0,4.0,4.0,4.952857142857143,1,0.89,3700.0,5,0.6410958904109589,4.0,12,t,Ward 74,Entire home,110
8,4.5,4.0,4.0,5.0,7,1.0,18000.0,4,0.24383561643835616,72.0,2,t,Ward 54,Entire home,8
2,1.0,1.0,1.0,4.984285714285714,101,1.0,4000.0,2,0.4931506849315068,5.0,9,f,Ward 74,Entire rental unit,54
2,1.5,1.0,1.0,5.0,1,1.0,1300.0,1,0.42191780821917807,59.0,3,f,Ward 61,Entire rental unit,18
4,2.0,2.0,2.0,4.492857142857143,108,0.97,2534.0,2,0.136986301369863,71.0,33,f,Ward 115,Entire rental unit,12
2,1.0,1.0,1.0,4.961428571428572,2,1.0,780.0,3,0.7726027397260274,109.0,11,f,Ward 83,Entire vacation home,18
6,2.0,3.0,3.0,5.0,1,0.33,2500.0,2,0.4465753424657534,441.0,2,f,Ward 64,Entire home,0
2,2.0,1.0,1.0,4.932857142857143,2,1.0,1150.0,2,0.684931506849315,16.0,22,f,Ward 59,Entire guest suite,36
2,1.0,1.0,1.0,4.628571428571429,49,1.0,1000.0,1,0.9260273972602739,117.0,5,f,Ward 115,Entire rental unit,6
2,1.0,1.0,1.0,4.971428571428571,2,1.0,680.0,3,0.8958904109589041,22.0,5,t,Ward 69,Entire rental unit,12
14,4.0,7.0,7.0,4.861428571428571,1,1.0,850.0,3,0.7287671232876712,1.0,21,f,Ward 105,Entire home,90
2,1.0,1.0,2.0,4.938571428571428,1,1.0,650.0,3,0.6575342465753424,19.0,41,t,Ward 59,Entire cottage,138
2,1.0,1.0,1.0,5.0,4,0.0,850.0,2,0.4273972602739726,1166.0,1,f,Ward 61,Entire rental unit,0
2,1.0,1.0,1.0,4.9628571428571435,1,1.0,550.0,1,0.4821917808219178,32.0,51,t,Ward 83,Entire guest suite,36
2,1.0,1.0,1.0,4.8999999999999995,1,1.0,700.0,1,0.4602739726027397,18.0,45,t,Ward 107,Entire rental unit,198
4,0.0,2.0,5.0,5.0,15,1.0,3000.0,1,0.9972602739726028,135.0,1,f,Ward 54,Private room in rental unit,6
2,1.0,0.0,1.0,4.144285714285715,11,1.0,1700.0,1,0.989041095890411,18.0,3,f,Ward 54,Entire rental unit,18
4,2.0,2.0,3.0,4.824285714285715,21,1.0,1000.0,3,0.7068493150684931,9.0,18,t,Ward 55,Entire rental unit,102
2,1.0,0.0,0.0,4.618571428571428,10,0.96,1725.0,1,0.9342465753424658,60.0,3,f,Ward 61,Entire rental unit,18
2,1.0,1.0,1.0,4.614285714285714,6,1.0,565.0,1,0.915068493150685,88.0,26,t,Ward 102,Entire guesthouse,12
4,1.0,2.0,3.0,4.824285714285714,1,1.0,1100.0,1,0.8876712328767123,6.0,56,f,Ward 23,Entire rental unit,186
8,3.5,4.0,5.0,4.851428571428571,1,1.0,5999.0,10,0.9917808219178083,338.0,25,f,Ward 23,Entire home,20
6,3.5,4.0,10.0,4.937142857142858,1,1.0,5500.0,14,0.29041095890410956,66.0,9,f,Ward 62,Entire home,28
2,1.0,1.0,1.0,4.945714285714286,1,1.0,495.0,2,0.2328767123287671,94.0,40,t,Ward 21,Entire guest suite,96
5,1.0,3.0,5.0,4.857142857142857,2,1.0,2100.0,3,0.03561643835616438,77.0,1,f,Ward 83,Entire home,6
2,1.0,1.0,1.0,4.984285714285714,1,1.0,2300.0,2,0.7972602739726027,3.0,27,t,Ward 64,Entire rental unit,162
2,1.5,1.0,1.0,4.8585714285714285,1,1.0,65.0,3,0.547945205479452,63.0,9,t,Ward 115,Entire rental unit,12
2,1.0,1.0,1.0,5.0,4,1.0,1450.0,2,0.9013698630136986,30.0,3,f,Ward 115,Entire rental unit,18
2,1.0,1.0,1.0,4.594285714285713,15,0.97,1380.0,2,0.9616438356164384,93.0,50,f,Ward 115,Entire rental unit,114
7,2.0,3.0,5.0,4.8585714285714285,6,1.0,3300.0,7,0.4684931506849315,161.0,12,t,Ward 4,Entire serviced apartment,42
2,1.0,1.0,1.0,4.921428571428572,2,1.0,1800.0,3,0.136986301369863,5.0,9,t,Ward 71,Entire rental unit,42
2,1.0,1.0,1.0,4.722857142857143,71,1.0,953.0,2,0.473972602739726,39.0,52,t,Ward 115,Entire rental unit,132
2,1.0,1.0,2.0,4.877142857142857,4,1.0,695.0,14,0.3917808219178082,139.0,24,f,Ward 83,Entire rental unit,56
4,1.5,2.0,0.0,5.0,3,1.0,1200.0,2,0.7068493150684931,31.0,2,f,Ward 56,Entire rental unit,12
2,1.0,0.0,1.0,4.670000000000001,1,1.0,3150.0,2,0.989041095890411,65.0,3,f,Ward 115,Entire rental unit,18
3,1.0,1.0,1.0,5.0,53,1.0,1284.0,2,0.12876712328767123,19.0,5,t,Ward 77,Entire rental unit,30
2,1.0,1.0,1.0,4.454285714285715,1,1.0,1610.0,2,0.9917808219178083,45.0,6,f,Ward 115,Entire rental unit,36
6,2.5,3.0,3.0,4.951428571428571,4,1.0,4009.0,2,0.9726027397260274,68.0,6,t,Ward 77,Entire home,12
2,1.0,1.0,1.0,4.932857142857143,1,1.0,900.0,2,0.9945205479452055,3.0,26,t,Ward 61,Entire rental unit,96
2,1.0,0.0,1.0,4.461428571428571,12,1.0,20000.0,2,0.9671232876712329,37.0,17,f,Ward 115,Entire rental unit,78
10,5.5,5.0,6.0,4.9157142857142855,1,1.0,4800.0,6,0.2054794520547945,76.0,30,f,Ward 54,Entire home,36
6,3.0,3.0,3.0,5.0,1,1.0,1900.0,1,0.3041095890410959,11.0,2,f,Ward 69,Entire home,12
2,1.0,1.0,1.0,4.857142857142857,1,0.9,1380.0,2,0.9972602739726028,41.0,1,f,Ward 115,Entire rental unit,6
6,2.0,3.0,4.0,4.742857142857143,1,1.0,1500.0,3,0.9945205479452055,16.0,89,t,Ward 115,Entire rental unit,36
2,1.0,1.0,1.0,5.0,60,0.99,1000.0,3,0.46301369863013697,49.0,1,t,Ward 115,Entire rental unit,6
1,1.5,1.0,1.0,4.688571428571429,5,1.0,350.0,3,0.9643835616438357,11.0,41,t,Ward 55,Private room in home,12
2,2.0,0.0,1.0,4.757142857142857,21,0.99,800.0,2,0.2493150684931507,52.0,20,t,Ward 115,Entire rental unit,78
6,3.0,3.0,3.0,5.0,32,1.0,14500.0,10,0.9945205479452055,787.0,1,t,Ward 77,Entire home,0
2,1.0,1.0,1.0,4.785714285714286,3,1.0,929.0,3,0.4931506849315068,6.0,10,f,Ward 115,Entire rental unit,60
4,2.0,2.0,3.0,4.874285714285714,13,0.99,1440.0,2,0.4136986301369863,25.0,9,t,Ward 107,Entire rental unit,54
2,5.0,1.0,1.0,4.762857142857143,1,1.0,2500.0,5,0.9972602739726028,4.0,6,f,Ward 54,Entire loft,60
6,3.0,3.0,4.0,4.659999999999999,17,0.98,11550.0,2,0.8465753424657534,79.0,13,t,Ward 54,Entire home,36
4,1.0,2.0,2.0,4.768571428571429,1,1.0,1122.0,1,0.9178082191780822,1.0,61,t,Ward 62,Entire rental unit,234
4,1.0,2.0,3.0,4.652857142857143,36,0.96,2875.0,2,0.8821917808219178,30.0,9,f,Ward 115,Entire rental unit,30
2,1.0,1.0,1.0,4.942857142857143,2,1.0,800.0,2,0.8931506849315068,74.0,24,t,Ward 59,Entire rental unit,42
1,3.0,1.0,1.0,4.825714285714286,31,1.0,325.0,7,0.9232876712328767,63.0,9,t,Ward 57,Private room in home,42
6,3.0,3.0,4.0,4.667142857142857,17,0.98,8500.0,2,0.947945205479452,22.0,61,t,Ward 54,Entire home,96
2,1.0,1.0,1.0,4.918571428571428,1,1.0,1500.0,7,0.12876712328767123,19.0,7,t,Ward 77,Entire rental unit,28
4,1.5,3.0,4.0,4.8985714285714295,2,1.0,1200.0,2,0.6931506849315069,16.0,56,f,Ward 64,Entire rental unit,24
2,1.0,0.0,0.0,1.0,1,1.0,900.0,2,0.4931506849315068,47.0,1,f,Ward 84,Private room in guest suite,6
6,1.5,3.0,5.0,4.861428571428571,1,1.0,2500.0,5,0.852054794520548,14.0,48,f,Ward 55,Entire home,80
2,1.0,0.0,2.0,4.714285714285714,4,1.0,1100.0,1,0.9616438356164384,74.0,1,t,Ward 77,Entire rental unit,6
4,2.0,2.0,2.0,4.701428571428572,1,1.0,2600.0,2,0.8027397260273973,23.0,9,f,Ward 115,Entire rental unit,18
6,2.0,3.0,6.0,4.921428571428571,1,1.0,1500.0,2,0.873972602739726,24.0,42,f,Ward 59,Entire rental unit,24
2,1.0,1.0,0.0,4.857142857142857,3,0.88,1500.0,3,0.2356164383561644,77.0,5,f,Ward 54,Entire rental unit,24
2,1.0,0.0,1.0,4.857142857142857,1,1.0,700.0,1,0.9041095890410958,19.0,4,f,Ward 63,Entire guest suite,24
4,2.0,2.0,2.0,4.714285714285714,8,0.91,3690.0,2,0.9232876712328767,70.0,5,f,Ward 54,Entire serviced apartment,18
4,1.0,2.0,3.0,4.892857142857143,1,0.9,1250.0,1,0.18904109589041096,6.0,4,f,Ward 54,Entire rental unit,24
14,3.0,6.0,0.0,4.857142857142857,5,1.0,13000.0,2,0.7041095890410959,352.0,1,f,Ward 113,Entire home,6
2,1.0,1.0,1.0,4.731428571428571,1,1.0,1900.0,2,0.8849315068493151,18.0,32,f,Ward 55,Entire rental unit,6
2,1.0,1.0,1.0,5.0,1,1.0,3000.0,2,0.4520547945205479,15.0,5,f,Ward 77,Entire condo,12
2,1.0,1.0,2.0,4.967142857142856,2,1.0,1050.0,1,0.9506849315068493,7.0,22,t,Ward 8,Entire rental unit,96
2,1.0,2.0,2.0,4.828571428571428,1,1.0,1000.0,12,0.03287671232876712,809.0,5,f,Ward 64,Entire rental unit,0
6,3.5,3.0,0.0,4.97,1,1.0,4700.0,1,0.36712328767123287,11.0,40,t,Ward 54,Entire villa,240
4,1.0,1.0,1.0,4.46,21,1.0,2200.0,2,0.41643835616438357,11.0,19,f,Ward 115,Room in serviced apartment,6
2,1.0,1.0,1.0,4.792857142857143,2,1.0,500.0,2,0.5315068493150685,46.0,18,f,Ward 58,Entire guest suite,78
2,1.0,1.0,1.0,4.807142857142857,5,1.0,1495.0,2,0.9095890410958904,792.0,14,f,Ward 54,Private room in villa,0
2,1.0,0.0,1.0,4.7542857142857144,126,1.0,708.0,2,0.7780821917808219,83.0,77,t,Ward 115,Entire condo,234
5,1.5,3.0,4.0,5.0,1,1.0,2300.0,12,0.07945205479452055,439.0,1,f,Ward 71,Entire home,0
2,1.0,1.0,1.0,4.982857142857143,3,1.0,1645.0,1,0.9041095890410958,5.0,16,f,Ward 74,Entire cabin,90
2,1.0,1.0,10.0,5.0,3,1.0,1600.0,1,0.9972602739726028,2237.0,1,f,Ward 112,Private room in bed and breakfast,0
10,2.0,4.0,5.0,4.942857142857143,1,1.0,4290.0,2,0.6109589041095891,11.0,24,t,Ward 27,Entire home,144
2,1.0,1.0,1.0,5.0,1,1.0,1195.0,1,0.4575342465753425,312.0,3,f,Ward 61,Entire home,18
4,2.0,3.0,3.0,5.0,2,1.0,3000.0,2,0.10410958904109589,74.0,2,t,Ward 69,Entire home,6
4,2.0,5.0,2.0,4.531428571428571,30,1.0,5000.0,2,0.9041095890410958,750.0,7,f,Ward 115,Entire rental unit,0
6,3.0,3.0,4.0,4.897142857142858,1,1.0,2500.0,2,0.3972602739726027,1.0,17,t,Ward 115,Entire rental unit,102
4,2.0,2.0,2.0,4.38,18,1.0,2000.0,2,0.18082191780821918,36.0,3,t,Ward 23,Entire rental unit,18
2,1.5,1.0,1.0,4.914285714285714,3,1.0,2500.0,5,0.4465753424657534,33.0,20,t,Ward 54,Entire rental unit,70
2,1.0,1.0,2.0,4.785714285714286,20,0.84,2000.0,1,0.9945205479452055,26.0,37,f,Ward 115,Entire rental unit,84
4,1.0,2.0,2.0,4.928571428571429,45,0.98,10000.0,3,0.936986301369863,8.0,6,t,Ward 54,Entire rental unit,36
4,1.0,3.0,3.0,4.8100000000000005,4,1.0,1600.0,10,0.9972602739726028,17.0,21,t,Ward 64,Entire rental unit,40
2,1.0,1.0,1.0,4.857142857142857,60,0.99,950.0,3,0.6821917808219178,5.0,5,t,Ward 115,Entire rental unit,30
4,1.0,1.0,2.0,4.737142857142857,10,1.0,900.0,2,0.7808219178082192,29.0,13,f,Ward 21,Entire rental unit,18
2,1.0,1.0,1.0,5.0,1,1.0,1000.0,3,0.4767123287671233,381.0,2,f,Ward 53,Entire guesthouse,0
2,1.0,0.0,1.0,4.861428571428571,2,1.0,289.0,2,0.4657534246575342,18.0,30,t,Ward 64,Private room in condo,42
3,1.0,0.0,1.0,5.0,1,1.0,900.0,2,0.7972602739726027,1054.0,3,f,Ward 15,Entire guest suite,0
8,3.5,4.0,4.0,5.0,3,1.0,8500.0,2,0.3232876712328767,71.0,2,t,Ward 54,Entire home,12
4,1.5,2.0,2.0,4.142857142857143,1,0.67,2000.0,3,0.547945205479452,74.0,1,f,Ward 64,Entire home,6
2,1.0,1.0,1.0,4.892857142857143,2,0.7,750.0,2,0.38082191780821917,33.0,20,f,Ward 54,Private room in condo,90
2,1.0,1.0,1.0,4.911428571428572,8,1.0,1500.0,2,0.6493150684931507,16.0,405,t,Ward 115,Entire loft,255
4,2.0,2.0,2.0,4.928571428571429,1,0.5,1500.0,4,0.7726027397260274,75.0,2,f,Ward 71,Entire home,8
3,1.0,2.0,2.0,4.952857142857143,1,1.0,990.0,2,0.8356164383561644,26.0,71,f,Ward 61,Entire rental unit,54
1,1.0,1.0,1.0,4.548571428571429,1,1.0,26.0,4,0.43561643835616437,39.0,30,f,Ward 115,Entire condo,8
2,1.0,1.0,1.0,4.948571428571428,1,1.0,550.0,2,0.8,15.0,82,t,Ward 70,Entire guest suite,255
2,1.0,1.0,1.0,4.895714285714286,1,1.0,1250.0,1,0.7397260273972602,25.0,18,t,Ward 115,Entire rental unit,72
8,2.0,4.0,4.0,4.642857142857143,2,0.33,5500.0,3,0.7315068493150685,70.0,4,f,Ward 77,Entire home,18
5,1.0,3.0,3.0,4.925714285714286,2,1.0,1200.0,3,0.5671232876712329,32.0,18,t,Ward 107,Entire rental unit,108
2,1.0,1.0,1.0,4.9314285714285715,1,1.0,850.0,2,0.821917808219178,40.0,77,t,Ward 61,Entire guest suite,102
4,2.0,2.0,2.0,4.728571428571429,2,1.0,2000.0,2,0.9424657534246575,10.0,11,f,Ward 115,Entire rental unit,66
2,1.0,1.0,1.0,4.578571428571429,1,1.0,1499.0,2,0.8684931506849315,31.0,89,f,Ward 115,Entire rental unit,30
8,2.0,3.0,4.0,4.825714285714286,8,1.0,2660.0,1,0.8876712328767123,10.0,19,f,Ward 112,Entire rental unit,114
2,1.0,1.0,1.0,4.847142857142856,1,1.0,990.0,2,0.8602739726027397,27.0,95,t,Ward 70,Entire condo,150
4,1.0,2.0,3.0,4.904285714285714,1,1.0,3000.0,5,0.9917808219178083,803.0,6,f,Ward 77,Entire rental unit,0
4,1.0,2.0,2.0,4.942857142857143,9,1.0,2750.0,2,0.4328767123287671,16.0,5,t,Ward 115,Entire rental unit,30
4,2.0,2.0,2.0,4.485714285714286,21,1.0,1861.0,1,0.736986301369863,40.0,28,f,Ward 57,Entire rental unit,24
2,2.0,1.0,2.0,4.677142857142856,3,1.0,2450.0,4,0.0273972602739726,36.0,12,f,Ward 74,Entire rental unit,16
6,3.0,3.0,4.0,4.857142857142857,1,1.0,3500.0,4,0.9068493150684932,338.0,2,f,Ward 73,Entire home,8
2,1.0,1.0,1.0,5.0,1,1.0,550.0,1,0.9095890410958904,22.0,1,f,Ward 2,Entire rental unit,6
6,3.5,3.0,3.0,4.8914285714285715,38,0.98,10001.0,3,0.4383561643835616,7.0,36,f,Ward 54,Entire bungalow,66
7,3.0,4.0,4.0,4.794285714285714,1,1.0,3900.0,4,0.010958904109589041,71.0,9,f,Ward 62,Entire home,16
2,1.0,1.0,1.0,4.88,1,1.0,386.0,1,0.6684931506849315,22.0,13,t,Ward 48,Entire guest suite,36
2,1.0,0.0,1.0,4.7700000000000005,1,1.0,1750.0,2,0.936986301369863,10.0,52,t,Ward 115,Entire rental unit,96
4,2.0,2.0,2.0,4.871428571428571,49,0.98,3850.0,2,0.9561643835616438,206.0,17,t,Ward 54,Entire rental unit,42
4,2.0,2.0,2.0,4.234285714285714,1,1.0,7100.0,3,0.8931506849315068,28.0,8,f,Ward 115,Entire rental unit,18
2,1.0,1.0,2.0,5.0,2,1.0,1000.0,2,0.7342465753424657,430.0,2,f,Ward 107,Private room in home,0
2,1.0,1.0,1.0,4.905714285714287,1,1.0,800.0,2,0.673972602739726,13.0,3,f,Ward 103,Entire rental unit,18
2,1.0,1.0,1.0,4.578571428571428,25,1.0,1000.0,2,0.8794520547945206,14.0,20,f,Ward 115,Entire rental unit,120
